Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
咲く,to bloom,咲[さ]く,"Godan verb with ku ending, intransitive verb",,jlpt-n5 jlpt-n5
真っ直ぐ,"straight (ahead), direct, upright, erect",真[ま]っ 直[す]ぐ,"Na-adjective, Adverb, Noun","straightforward, honest, frank",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
一,one,一[いち],"Numeric, Prefix","best; first, foremost; beginning, start; ace (playing card); bottom string (on a shamisen, etc.)",jlpt-n5 jlpt-n5
お祖母さん,grandmother,お 祖母[ばあ]さん,Noun,"old woman, female senior citizen",jlpt-n1 jlpt-n5
涼しい,"cool, refreshing",涼[すず]しい,I-adjective,"clear (e.g. eyes), bright; clear, distinct; composed (facial expression), unruffled, unconcerned; pure, upright, innocent",jlpt-n5 jlpt-n5
其方,"that way (direction distant from the speaker, close to the listener)",其方[そちら],Pronoun,"there (place distant from the speaker, close to the listener); that one (something close to the listener); you, your family, your company; that person (someone close to the listener)",jlpt-n1 jlpt-n5
厚い,"thick, deep, heavy",厚[あつ]い,I-adjective,"kind, cordial, hospitable, warm, faithful; serious (of an illness); abundant",jlpt-n5 jlpt-n5
お兄さん,"older brother, elder brother",お 兄[にい]さん,Noun,"young man, buddy, fella, laddie",jlpt-n5 jlpt-n5
お姉さん,elder sister,お 姉[ねえ]さん,Noun,young lady; miss; ma'am; older girl,jlpt-n5 jlpt-n5
危ない,"dangerous, risky, hazardous, perilous, precarious",危[あぶ]ない,I-adjective,"in danger, in jeopardy, critical, grave, at risk; uncertain, unreliable, insecure, unsteady, doubtful; close (i.e. a close call), narrow",jlpt-n5
汚い,"dirty, filthy, foul, unclean",汚[きたな]い,I-adjective,"disordered, messy, untidy, poor (e.g. handwriting); indecent (language, etc.), dirty, vulgar, coarse; dastardly, mean, base, underhanded; stingy, greedy",jlpt-n5 jlpt-n5
並べる,"to line up, to set up, to arrange in a line",並[なら]べる,"Ichidan verb, Transitive verb","to enumerate, to itemize; to be equal (to), to compare well (with), to be as good (as)",jlpt-n5 jlpt-n5
お腹,"belly, abdomen, stomach",お 腹[なか],Noun,,jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
不味い,"unappetising, unappetizing, unsavoury, unsavory, unpleasant",不味[まず]い,I-adjective,"unskillful, unskilful, bungling, clumsy, poor; ugly, unattractive, homely, plain; awkward, problematic, troublesome, unfavorable, unfavourable, unwise",jlpt-n1 jlpt-n5
曇る,"to get cloudy, to cloud over, to become overcast",曇[くも]る,"Godan verb with ru ending, intransitive verb","to cloud up, to fog up, to mist up, to become dim; to be gloomy, to be clouded (expression), to be downcast; to look slightly downward (of a noh mask; indicating sadness, grief, etc.)",jlpt-n5 jlpt-n5
ご飯,cooked rice,ご 飯[はん],Noun,meal,jlpt-n5
磨く,"to polish, to shine, to brush (e.g. teeth), to grind (e.g. lens)",磨[みが]く,"Godan verb with ku ending, Transitive verb","to refine (e.g. a skill), to improve, to cultivate",jlpt-n5
お菓子,"confections, sweets, candy",お 菓子[かし],Noun,,jlpt-n5 jlpt-n5
黄色い,yellow,黄色[きいろ]い,I-adjective,"high-pitched (voice), shrill",jlpt-n5 jlpt-n5
賑やか,"bustling, busy, lively",賑[にぎ]やか,Na-adjective,,jlpt-n5 jlpt-n5
鳴く,to sing (bird),鳴[な]く,"Godan verb with ku ending, intransitive verb","to make sound (animal), to call, to cry, to chirp; to make a meld call (e.g. pung, kong)",jlpt-n5 jlpt-n5
夕飯,evening meal,夕飯[ゆうはん],Noun,,jlpt-n5 jlpt-n5
葉書,postcard,葉書[はがき],Noun,"memo, note, card",jlpt-n5
Ｙシャツ,"shirt, business shirt, dress shirt",Ｙシャツ,Noun,,jlpt-n5
朝ご飯,breakfast,朝[あさ]ご 飯[はん],Noun,,jlpt-n5
六つ,six,六[むっ]つ,Numeric,,jlpt-n5 jlpt-n5
お手洗い,"toilet, restroom, lavatory, bathroom",お 手洗[てあら]い,Noun,,jlpt-n1 jlpt-n5 jlpt-n1 jlpt-n5
お巡りさん,police officer,お 巡[まわ]りさん,Noun,,jlpt-n1 jlpt-n5
差す,to shine,差[さ]す,"Godan verb with su ending, intransitive verb","to be visible; to be tinged with; to rise (of water levels), to flow in; to be felt (i.e. as an emotion), to come over one; to hold up (an umbrella, etc.), to put up, to raise; to extend one's arm straight ahead (in dance); to insert, to put in; to wear (a sword) in one's belt, to wear at one's side, to carry under one's arm; to insert one's arm under an opponent's arm; to pole (a boat); to pour, to add (liquid), to serve (drinks); to put on (lipstick, etc.), to apply, to colour, to dye; to light (a fire), to burn; to shut, to close, to lock, to fasten; to stop in the midst of, to leave undone",jlpt-n5 jlpt-n5
零,"zero, nought",零[れい],"Noun, No-adjective",,jlpt-n5 jlpt-n5
二十日,twentieth day of the month,二十日[はつか],Noun,twenty days,jlpt-n5 jlpt-n5
粁,"kilometer, kilometre",粁[キロメートル],Noun,,jlpt-n5
八つ,eight,八[やっ]つ,Numeric,,jlpt-n5 jlpt-n5
再来年,year after next,再来年[さらいねん],"Adverbial noun, Temporal noun",,jlpt-n2 jlpt-n5
良く,"nicely, properly, well, skillfully, skilfully",良[よ]く,Adverb,"frequently, often",jlpt-n5
其処,there (place relatively near listener),其処[そこ],Pronoun,"there (place just mentioned), that place; then (of some incident just spoken of), that (of point just raised); you",jlpt-n1 jlpt-n5
小さな,"small, little, tiny",小[ちい]さな,Pre-noun adjectival,,jlpt-n5 jlpt-n5
答える,"to answer, to reply",答[こた]える,"Ichidan verb, intransitive verb",,jlpt-n5 jlpt-n5
もう一度,"once more, again",もう 一度[いちど],Expression,,jlpt-n5 jlpt-n5
要る,"to be needed, to be wanted",要[い]る,"Godan verb with ru ending, intransitive verb",,jlpt-n5 jlpt-n5
背,"back, spine",背[せ],Noun,"reverse, rear side; height, stature; ridge (of a mountain)",jlpt-n5
お弁当,"bento, Japanese box lunch",お 弁当[べんとう],Noun,,jlpt-n5
晩御飯,"dinner, evening meal",晩御飯[ばんごはん],Noun,,jlpt-n5 jlpt-n5
でも,"but, however, though, nevertheless, still, yet, even so, also, as well",でも,Conjunction,"even; however, no matter how, even if, even though; ... or something; either ... or ..., neither ... nor ...; pseudo-, quack, in-name-only; for lack of anything better to do",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
等,"et cetera, etc., and the like, and so forth",等[など],Particle,or something; the likes of,jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
クラス,class,クラス,Noun,,jlpt-n5 jlpt-n5
プール,(swimming) pool,プール,Noun,pool (billiards); pool (together),jlpt-n5 jlpt-n5
中,"inside, in",中[なか],Noun,"among, within; center (centre), middle; during, while",jlpt-n5 jlpt-n5
テレビ,"television, TV",テレビ,Noun,"TV program, TV programme, TV broadcast",jlpt-n5 jlpt-n5
コーヒー,coffee,コーヒー,"Noun, No-adjective",,jlpt-n5 jlpt-n5
ホテル,hotel,ホテル,Noun,,jlpt-n5
ニュース,news,ニュース,Noun,,jlpt-n5 jlpt-n5
テーブル,table,テーブル,"Noun, No-adjective",,jlpt-n5 jlpt-n5
カメラ,camera,カメラ,Noun,,jlpt-n5
タクシー,taxi,タクシー,Noun,,jlpt-n5
スポーツ,"sport, sports",スポーツ,"Noun, No-adjective",,jlpt-n5 jlpt-n5
ラジオ,radio,ラジオ,Noun,,jlpt-n5 jlpt-n5
ペン,pen,ペン,Noun,,jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
レストラン,restaurant (esp. Western-style),レストラン,Noun,,jlpt-n5 jlpt-n5
テスト,test,テスト,"Noun, Suru verb",,jlpt-n5 jlpt-n5
ベッド,bed,ベッド,Noun,,jlpt-n5 jlpt-n5
パン,"bread, pastries (e.g. croissants), pastry-based products",パン,Noun,"pan, frying pan; panning (in a film)",jlpt-n5 jlpt-n5
ナイフ,knife,ナイフ,Noun,,jlpt-n5 jlpt-n5
シャツ,"shirt (underwear), undershirt, singlet",シャツ,Noun,"shirt (outerwear, esp. dress shirt)",jlpt-n5 jlpt-n5
ネクタイ,"tie, necktie",ネクタイ,Noun,,jlpt-n5 jlpt-n5
ギター,guitar,ギター,Noun,,jlpt-n5 jlpt-n5
セーター,"sweater, jumper",セーター,Noun,,jlpt-n5 jlpt-n5
米,"metre, meter",米[メートル],Noun,"meter, gauge",jlpt-n5 jlpt-n5
アパート,"apartment building, apartment block, apartment house",アパート,Noun,apartment,jlpt-n5 jlpt-n5
ポケット,pocket,ポケット,Noun,,jlpt-n5 jlpt-n5
バター,butter,バター,Noun,,jlpt-n5 jlpt-n5
キロ,"kilo-, 1000",キロ,Prefix,"kilogram, kilogramme; kilometre, kilometer; kilo-, 1024, 2^10",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
スカート,skirt,スカート,Noun,,jlpt-n5 jlpt-n5
レコード,record (e.g. LP),レコード,Noun,record (e.g. in sports); record (data structure),jlpt-n5 jlpt-n5
エレベーター,"elevator, lift",エレベーター,Noun,elevator (aviation),jlpt-n5 jlpt-n5
ズボン,"trousers, pants",ズボン,Noun,,jlpt-n5 jlpt-n5
ポスト,"postbox, mail box, pillar box",ポスト,Noun,"post, position; post (e.g. goalpost); post- (e.g. post-Cold War)",jlpt-n5
コピー,"copy, photocopy",コピー,"Noun, Suru verb",blurb on a book jacket; catch copy,jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
シャワー,shower,シャワー,Noun,,jlpt-n5 jlpt-n5
ハンカチ,handkerchief,ハンカチ,Noun,,jlpt-n5 jlpt-n5
一昨日,day before yesterday,一昨日[おととい],"Adverbial noun, Temporal noun",,jlpt-n2 jlpt-n5 jlpt-n2 jlpt-n5
ストーブ,"(room) heater, stove",ストーブ,Noun,,jlpt-n5 jlpt-n5
テープ,tape,テープ,Noun,,jlpt-n5 jlpt-n5
カップ,"cup (drinking vessel, measure, brassiere, prize, etc.)",カップ,Noun,,jlpt-n5 jlpt-n5
テープレコーダー,tape recorder,テープレコーダー,Noun,,jlpt-n5 jlpt-n5
ボールペン,ball-point pen,ボールペン,Noun,,jlpt-n5 jlpt-n5
スプーン,spoon,スプーン,Noun,,jlpt-n5 jlpt-n5
スリッパ,"slipper, slippers",スリッパ,Noun,,jlpt-n5 jlpt-n5
醤油,"soy sauce, shoyu",醤油[しょうゆ],Noun,,jlpt-n2 jlpt-n5
はい,"yes, that is correct",はい,,"understood, I see, OK, okay; present, here; pardon?, what's that?, come again?; now, here, here you go; giddy-up, giddap",jlpt-n5
ペット,pet,ペット,Noun,trumpet,jlpt-n5 jlpt-n5
為る,"to do, to carry out, to perform",為[す]る,Suru verb - irregular,"""to cause to become, to make (into), to turn (into); to serve as, to act as, to work as; to wear (clothes, a facial expression, etc.); to judge as being, to view as being, to think of as, to treat as, to use as; to decide on, to choose; to be sensed (of a smell, noise, etc.); to be (in a state, condition, etc.); to be worth, to cost; to pass (of time), to elapse; to place, or raise, person A to a post or status B; to transform A to B, to make A into B, to exchange A for B; to make use of A for B, to view A as B, to handle A as if it were B; to feel A about B; verbalizing suffix (applies to nouns noted in this dictionary with the part of speech """"vs""""); creates a humble verb (after a noun prefixed with """"o"""" or """"go""""); to be just about to, to be just starting to, to try to, to attempt to""",jlpt-n3 jlpt-n5 jlpt-n3 jlpt-n5
彼,"that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly)",彼[あれ],Pronoun,"that person; over there; down there (i.e. one's genitals); period, menses; hey, huh?, eh?",jlpt-n5 jlpt-n5
バス,bus,バス,Noun,bath; bass,jlpt-n5
三日,the third day of the month,三日[みっか],Noun,three days,jlpt-n5 jlpt-n5
五日,the fifth day of the month,五日[いつか],Noun,five days,jlpt-n5 jlpt-n5
二日,second day of the month,二日[ふつか],Noun,two days,jlpt-n5 jlpt-n5
十日,the tenth day of the month,十日[とおか],Noun,ten days,jlpt-n5 jlpt-n5
六日,sixth day of the month,六日[むいか],Noun,six days,jlpt-n5 jlpt-n5
八日,the eighth day of the month,八日[ようか],Noun,eight days,jlpt-n5 jlpt-n5
九日,the ninth day of the month,九日[ここのか],Noun,nine days,jlpt-n5 jlpt-n5
来る,"to come (spatially or temporally), to approach, to arrive",来[く]る,"Kuru verb - special class, intransitive verb","""to come back, to do ... and come back; to come to be, to become, to get, to grow, to continue; to come from, to be caused by, to derive from; to come to (i.e. """"when it comes to spinach ..."""")""",jlpt-n5 jlpt-n5
後,"behind, rear",後[あと],"Noun, No-adjective","after, later; after one's death; remainder, the rest; descendant, successor, heir; more (e.g. five more minutes), left; also, in addition; past, previous",jlpt-n5
