Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
剥がす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect",剥[は]がす,"Godan verb with su ending, Transitive verb",,jlpt-n2 jlpt-n1
所々,"here and there, some parts (of something), several places",所々[ところどころ],"Adverbial noun, Temporal noun",,jlpt-n2 jlpt-n1
大ざっぱ,"rough (as in not precise), broad, sketchy",大[おお]ざっぱ,"Na-adjective, Noun",,jlpt-n2 jlpt-n1
濁る,"to become muddy, to become cloudy, to get impure (of a liquid, gas, etc.)",濁[にご]る,"Godan verb with ru ending, intransitive verb","to become dull (of a sound, color, etc.), to become hoarse; to become impure (of a heart, society, etc.), to be corrupted, to be polluted; to become voiced, to add voiced consonant marks",jlpt-n2
彫る,"to carve, to engrave, to sculpt, to chisel",彫[ほ]る,"Godan verb with ru ending, Transitive verb",to tattoo,jlpt-n2
交差,"crossing, intersection",交差[こうさ],"Noun, Suru verb",(genetic) crossing over,jlpt-n2
吊るす,"to hang, to hang up",吊[つ]るす,"Godan verb with su ending, Transitive verb",,jlpt-n2 jlpt-n1
好き嫌い,"likes and dislikes, pickiness (about food), choosiness, fussiness, tastes, preferences",好[す]き 嫌[きら]い,Noun,,jlpt-n2
特売,special sale,特売[とくばい],"Noun, Suru verb, No-adjective",,jlpt-n2
突き当たる,"to run into, to collide with, to crash into, to bump against",突[つ]き 当[あ]たる,"Godan verb with ru ending, intransitive verb","to come to the end of (a street); to run into (difficulties, problems, etc.), to run up against",jlpt-n2
散る,"to fall (e.g. blossoms, leaves)",散[ち]る,"Godan verb with ru ending, intransitive verb","to scatter, to be dispersed; to disappear, to dissolve, to break up; to spread, to run, to blur; to die a noble death",jlpt-n2
片付く,"to be put in order, to be put to rights",片付[かたづ]く,"Godan verb with ku ending, intransitive verb","to be disposed of, to be solved; to be finished; to be married (off)",jlpt-n2
命ずる,"to order, to command",命[めい]ずる,"Ichidan verb - zuru verb (alternative form of -jiru verbs), Transitive verb",to appoint,jlpt-n2
面倒くさい,"bothersome, tiresome, bother to do",面倒[めんど]くさい,I-adjective,,jlpt-n2
目出度い,"happy, auspicious, propitious, joyous",目出度[めでた]い,I-adjective,naive,jlpt-n2 jlpt-n1
若々しい,"youthful, young, young-looking",若々[わかわか]しい,I-adjective,,jlpt-n2
道順,"route, way, course, directions",道順[みちじゅん],Noun,,jlpt-n2
萎む,"to wither (of flowers, dreams, etc.), to wilt, to droop, to shrivel, to fade (away), to sag, to deflate",萎[しぼ]む,"Godan verb with mu ending, intransitive verb",,jlpt-n2 jlpt-n1
熟語,kanji compound,熟語[じゅくご],Noun,"idiom, idiomatic phrase",jlpt-n2
長引く,"to be prolonged, to drag on",長引[ながび]く,"Godan verb with ku ending, intransitive verb",,jlpt-n2
清書,"clean copy, fair copy",清書[せいしょ],"Noun, Suru verb",,jlpt-n2
お八つ,between-meal snack,お 八[や]つ,Noun,"mid-afternoon (around 3 o'clock) snack, afternoon refreshment, afternoon tea",jlpt-n2 jlpt-n1
悔しい,"vexing, annoying, frustrating, regrettable, mortifying",悔[くや]しい,I-adjective,,jlpt-n2
好き好き,matter of taste,好[す]き 好[ず]き,Noun,,jlpt-n2
炊く,"to cook (grains, e.g. rice)",炊[た]く,"Godan verb with ku ending, Transitive verb","to boil, to simmer, to stew, to seethe",jlpt-n2
衣食住,"necessities of life (food, clothing and shelter)",衣食住[いしょくじゅう],Noun,,jlpt-n2
諄い,"verbose, importunate, wordy, repetitious, long-winded",諄[くど]い,I-adjective,"heavy (taste), rich, strong, cloying, gaudy, loud",jlpt-n2 jlpt-n1
焚く,"to burn, to kindle, to light (a fire), to make (a fire)",焚[た]く,"Godan verb with ku ending, Transitive verb","to heat (a bath), to light (a stove), to stoke (a boiler); to use (a camera flash)",jlpt-n2
等分,"division into equal parts, equal parts",等分[とうぶん],"Noun, Suru verb",,jlpt-n2
人通り,pedestrian traffic,人通[ひとどお]り,Noun,,jlpt-n2
月日,"time, years, days",月日[つきひ],Noun,,jlpt-n2
待ち合わせる,"to rendezvous, to meet at a prearranged place and time, to arrange to meet",待[ま]ち 合[あ]わせる,Ichidan verb,,jlpt-n2
謙遜,"modesty, humility, being humble",謙遜[けんそん],"Noun, Suru verb, Na-adjective, No-adjective",,jlpt-n2
不潔,"unclean, dirty, unsanitary, filthy",不潔[ふけつ],"Na-adjective, Noun","indecent, dirty (story, money, etc.), obscene, immoral",jlpt-n2
追い越す,"to pass (e.g. car), to overtake",追[お]い 越[こ]す,"Godan verb with su ending, Transitive verb","to surpass, to outstrip, to get ahead of, to outdistance",jlpt-n2
採る,"to adopt (method, proposal, etc.), to take (measure, course of action, etc.), to decide on",採[と]る,"Godan verb with ru ending, Transitive verb","to pick (e.g. flowers), to gather (e.g. mushrooms), to catch (e.g. insects); to extract (e.g. juice), to take (e.g. a sample); to assume (an attitude); to take on (workers, students), to employ, to hire; to draw in (e.g. water), to let in (e.g. light from a window)",jlpt-n2
鉄橋,"railway bridge, iron bridge",鉄橋[てっきょう],Noun,,jlpt-n2
転がす,to roll,転[ころ]がす,"Godan verb with su ending, Transitive verb","to turn over, to tip over, to throw down; to leave; to buy and sell (quickly for a profit)",jlpt-n2
日の入り,sunset,日[ひ]の 入[い]り,Noun,,jlpt-n2
催促,"pressing, urging, demanding, demand",催促[さいそく],"Noun, Suru verb",,jlpt-n2
砕く,"to break, to smash",砕[くだ]く,"Godan verb with ku ending, Transitive verb",,jlpt-n2
散らす,"to scatter, to cause a shower of",散[ち]らす,"Godan verb with su ending, Transitive verb","to disperse, to distribute, to spread; to resolve (a symptom, condition, etc.), to relieve, to get rid of, to cure; to distract, to divert; to do ... wildly (i.e. disorderly or frequently), to do ... all over the place",jlpt-n2
感ずる,"to feel, to sense",感[かん]ずる,"Ichidan verb - zuru verb (alternative form of -jiru verbs), intransitive verb",,jlpt-n2
勇ましい,"brave, valiant, gallant, courageous",勇[いさ]ましい,I-adjective,"stirring, vigorous, rousing",jlpt-n2
射す,to shine,射[さ]す,"Godan verb with su ending, intransitive verb",,jlpt-n2
四角,"quadrilateral, square",四角[しかく],"Na-adjective, Noun, No-adjective",,jlpt-n2
略す,"to abbreviate, to omit",略[りゃく]す,"Godan verb with su ending, Transitive verb","to take, to capture",jlpt-n2
注す,"to pour, to add (liquid), to serve (drinks)",注[さ]す,"Godan verb with su ending, Transitive verb","to put on (lipstick, etc.), to apply, to colour, to dye; to light (a fire), to burn",jlpt-n2
慌ただしい,"busy, hurried, confused, flurried",慌[あわ]ただしい,I-adjective,,jlpt-n2 jlpt-n1
ちり紙,"tissue paper, toilet paper",ちり 紙[がみ],Noun,,jlpt-n2
扇ぐ,to fan,扇[あお]ぐ,"Godan verb with gu ending, Transitive verb","to incite, to instigate",jlpt-n2
若しかすると,"perhaps, maybe, by some chance",若[も]しかすると,"Expression, Adverb",,jlpt-n2 jlpt-n1
払い戻す,"to repay, to pay back, to refund, to reimburse",払[はら]い 戻[もど]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
人造,"artificial, man-made, imitation, synthetic",人造[じんぞう],"Noun, No-adjective",,jlpt-n2
勘違い,"misunderstanding, mistaken idea, wrong guess",勘違[かんちが]い,"Noun, Suru verb",,jlpt-n2
休講,"cancellation (of a lecture, class, etc.)",休講[きゅうこう],"Noun, Suru verb",,jlpt-n2
清い,"clear, pure, noble",清[きよ]い,I-adjective,,jlpt-n2
生ずる,"to produce, to yield, to cause",生[しょう]ずる,"Ichidan verb - zuru verb (alternative form of -jiru verbs), intransitive verb","to result from, to arise, to be generated",jlpt-n2
祭日,"national holiday, festival day",祭日[さいじつ],"Noun, No-adjective",,jlpt-n2
欲張り,"greed, avarice, covetousness, greedy person",欲張[よくば]り,"Noun, Na-adjective",,jlpt-n2
下書き,"draft, rough copy",下書[したが]き,"Noun, Suru verb",,jlpt-n2
跨ぐ,"to step over, to step across, to stride over, to stride across, to cross",跨[また]ぐ,"Godan verb with gu ending, Transitive verb","to stretch over, to span, to bridge, to saddle, to straddle",jlpt-n2 jlpt-n1
着替え,"changing clothes, change of clothes",着替[きが]え,"Noun, Suru verb",,jlpt-n2
幼稚,infancy,幼稚[ようち],Noun,"childish, infantile, immature, primitive",jlpt-n2
著す,"to write, to publish",著[あらわ]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
定休日,"regular holiday, fixed day off, regular closing day",定休日[ていきゅうび],Noun,,jlpt-n2
偏る,"to lean (to one side), to incline",偏[かたよ]る,"Godan verb with ru ending, intransitive verb","to be unbalanced (e.g. diet), to be unduly weighted towards, to be concentrated on; to be partial, to be biased, to be prejudiced",jlpt-n2 jlpt-n1
伝染,"contagion, infection",伝染[でんせん],"Noun, Suru verb",,jlpt-n2
引き算,subtraction,引[ひ]き 算[ざん],"Noun, Suru verb",,jlpt-n2
お参り,"visit (to a shrine, grave, etc.), worship",お 参[まい]り,"Noun, Suru verb",,jlpt-n2
物騒,"dangerous, unsettled, troubled, disturbed, insecure",物騒[ぶっそう],"Na-adjective, Noun",,jlpt-n2
腰掛け,"seat, bench",腰掛[こしか]け,Noun,,jlpt-n2
祭る,"to deify, to enshrine",祭[まつ]る,"Godan verb with ru ending, Transitive verb","to pray, to worship",jlpt-n2
瓶詰め,"bottling, bottled",瓶詰[びんづ]め,"Noun, No-adjective, Suru verb",,jlpt-n2
払い込む,"to deposit, to pay in",払[はら]い 込[こ]む,"Godan verb with mu ending, Transitive verb",,jlpt-n2
便箋,"writing paper, stationery",便箋[びんせん],Noun,,jlpt-n2
無地,"plain, unfigured",無地[むじ],"Noun, No-adjective",,jlpt-n2
紙屑,"wastepaper, paper scraps, paper waste",紙屑[かみくず],Noun,,jlpt-n2
縞,"stripe, bar, streak",縞[しま],"Noun, Noun - used as a suffix, No-adjective",,jlpt-n2
頼もしい,"reliable, trustworthy",頼[たの]もしい,I-adjective,"hopeful, promising",jlpt-n2
椀,bowl (wooden),椀[わん],Noun,,jlpt-n2
畏まりました,certainly!,畏[かしこ]まりました,Expression,,jlpt-n2 jlpt-n1
揉む,"to rub, to crumple",揉[も]む,"Godan verb with mu ending, Transitive verb","to massage; to argue, to have a heated discussion; to train, to coach; to jostle, to crowd, to shake, to rock; to have various experiences (out in the world)",jlpt-n2
悠々,"quiet, calm, leisurely",悠々[ゆうゆう],"Taru-adjective, Adverb taking the 'to' particle","distant, far off, boundless, endless; easily, comfortably, without difficulty",jlpt-n2
饂飩,"udon, thick Japanese wheat noodles",饂飩[うどん],Noun,,jlpt-n2 jlpt-n1
縮れる,"to be wavy, to be curled, to be frizzled",縮[ちぢ]れる,"Ichidan verb, intransitive verb",,jlpt-n2
小便,"urine, piss, pee",小便[しょうべん],"Noun, Suru verb",breaking a contract,jlpt-n2
吃逆,"hiccough, hiccup",吃逆[しゃっくり],"Noun, Suru verb",,jlpt-n2 jlpt-n1
純情,"pure heart, naivete, innocence",純情[じゅんじょう],"Noun, Na-adjective",,jlpt-n2
匙,spoon,匙[さじ],Noun,,jlpt-n2
入れ物,"container, case, receptacle",入[い]れ 物[もの],Noun,"coffin, casket",jlpt-n2
掛け算,multiplication,掛[か]け 算[ざん],Noun,,jlpt-n2
区切る,"to demarcate, to delimit, to divide (an area), to mark off, to cut off",区切[くぎ]る,"Godan verb with ru ending, Transitive verb","to punctuate, to put an end to (e.g. a sentence), to insert pauses or breaks (e.g. when reading aloud)",jlpt-n2
差し支え,"hindrance, impediment",差[さ]し 支[つか]え,Noun,,jlpt-n2
甚だしい,"extreme, excessive, terrible, intense, severe, serious, tremendous, heavy (damage)",甚[はなは]だしい,I-adjective,,jlpt-n2
ご苦労さま,"thank you for your hard work, I appreciate your efforts",ご 苦労[くろう]さま,"Expression, Na-adjective",,jlpt-n2 jlpt-n1
倣う,"to imitate, to follow, to emulate",倣[なら]う,"Godan verb with u ending, intransitive verb",,jlpt-n2 jlpt-n1
匂う,"to be fragrant, to smell (good)",匂[にお]う,"Godan verb with u ending, intransitive verb","to stink, to smell (bad); to glow, to be bright; to smack of, to show hints of",jlpt-n2
俄,"sudden, abrupt, unexpected, improvised, hasty, offhand",俄[にわか],"Na-adjective, No-adjective, Noun",impromptu skit,jlpt-n2 jlpt-n1
一まず,"for now, for the time being, for the present",一[ひと]まず,Adverb,"though not quite satisfactorily, after a fashion",jlpt-n2 jlpt-n1
炊事,"cooking, kitchen work",炊事[すいじ],"Noun, Suru verb",,jlpt-n2
坊ちゃん,"son (of others), boy, young master",坊[ぼっ]ちゃん,Noun,"green young man from a well-to-do family, young man innocent of the ways of the world",jlpt-n2 jlpt-n1
図表,"chart, diagram, graph, figure",図表[ずひょう],"Noun, No-adjective",,jlpt-n2
水滴,drop of water,水滴[すいてき],Noun,vessel for replenishing inkstone water,jlpt-n2
雨戸,sliding storm shutter,雨戸[あまど],Noun,,jlpt-n2
占う,"to tell someone's fortune, to forecast, to predict, to divine",占[うらな]う,"Godan verb with u ending, Transitive verb",,jlpt-n2
湯のみ,teacup,湯[ゆ]のみ,Noun,,jlpt-n2
送別,"farewell, send-off",送別[そうべつ],"Noun, Suru verb, No-adjective",,jlpt-n2
損得,"loss and gain, advantage and disadvantage",損得[そんとく],Noun,,jlpt-n2
卸す,to sell wholesale,卸[おろ]す,"Godan verb with su ending, Transitive verb",to grate (e.g. vegetables); to cut up fish,jlpt-n2
馬鹿らしい,"absurd, foolish, stupid, silly, nonsense, ludicrous, preposterous, laughable, ridiculous",馬鹿[ばか]らしい,I-adjective,,jlpt-n2 jlpt-n1
中性,"neutrality (incl. chemical, electrical, etc.), indifference",中性[ちゅうせい],"Noun, No-adjective","sexlessness, androgyny, androgyne, neuter; neuter gender",jlpt-n2
湯気,"steam, vapour, vapor",湯気[ゆげ],Noun,,jlpt-n2
回数券,book of tickets,回数券[かいすうけん],Noun,,jlpt-n2 jlpt-n2
拝む,"to assume the posture of praying, to press the palms and fingers of both hands together, to do reverence (e.g. before a statue of the Buddha), to pay one's respects",拝[おが]む,"Godan verb with mu ending, Transitive verb","to beg, to make a supplication; to see (something or someone of high status)",jlpt-n2
