Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
見本,"sample, specimen, pattern",見本[みほん],"Noun, No-adjective","model, example",jlpt-n2
重役,"(company) director, executive, top management",重役[じゅうやく],Noun,"important post, role with heavy responsibilities",jlpt-n2 jlpt-n1
崩れる,"to collapse, to crumble",崩[くず]れる,"Ichidan verb, intransitive verb","to get out of shape, to lose one's shape, to become disorganized, to become untidy; to break down, to be thrown into disarray; to crash (stock market), to slump, to decline; to break money into small change; to turn bad (e.g. weather), to change for the worse, to deteriorate",jlpt-n2
娯楽,"pleasure, amusement",娯楽[ごらく],"Noun, Suru verb, No-adjective",,jlpt-n2
役目,"duty, role, function",役目[やくめ],Noun,,jlpt-n2
解答,"answer, solution",解答[かいとう],"Noun, Suru verb",,jlpt-n2
満員,"full house, no vacancy, sold out, standing room only, full (of people), crowded",満員[まんいん],"Noun, No-adjective",,jlpt-n2
役者,"actor, actress",役者[やくしゃ],Noun,"man of wits, clever person, cunning fellow",jlpt-n2
挟む,"to hold between (e.g. one's fingers, chopsticks), to grip (from both sides)",挟[はさ]む,"Godan verb with mu ending, Transitive verb","to put between, to sandwich between, to insert, to interpose; to catch (e.g. a finger in a door), to trap, to pinch; to insert (e.g. a break into proceedings), to interpose (e.g. an objection), to interject, to throw in (e.g. a joke); to be on either side of (a road, table, etc.), to have between each other, to be across (a street, river, etc.); to harbour (feelings), to cast (e.g. doubt)",jlpt-n2
対策,"measure, provision, step, countermeasure, counterplan, countermove",対策[たいさく],Noun,,jlpt-n2
空中,"sky, air, mid-air",空中[くうちゅう],Noun,,jlpt-n2
焦点,"focus (e.g. photographic), focal point",焦点[しょうてん],"Noun, No-adjective",,jlpt-n2
冷やす,"to cool (from room temperature), to chill, to refrigerate",冷[ひ]やす,"Godan verb with su ending, Transitive verb","to calm down, to cool off, to regain one's composure, to relax; to be frightened (at), to be scared (of)",jlpt-n2
可決,"approval, adoption (of a motion, bill, etc.), passage",可決[かけつ],"Noun, Suru verb",,jlpt-n2
延長,"extension, elongation, prolongation, lengthening",延長[えんちょう],"Noun, Suru verb",Enchō era (923.4.11-931.4.26),jlpt-n2
早口,"fast-talking, rapid talking",早口[はやくち],"Noun, No-adjective",,jlpt-n2
基準,"standard, basis, criterion, norm, reference, datum",基準[きじゅん],"Noun, No-adjective",,jlpt-n2
生存,"existence, being, survival",生存[せいぞん],Noun,"to exist, to live, to survive",jlpt-n2
寄せる,"to come near, to let someone approach",寄[よ]せる,"Ichidan verb, Transitive verb","to bring near, to bring together, to collect, to gather; to deliver (opinion, news, etc.), to send (e.g. a letter), to contribute, to donate; to let someone drop by; to add (numbers); to have feelings for (love, goodwill, trust, etc.); to rely upon for a time, to depend on; to use as a pretext; to put aside; to press, to push, to force; to include, to welcome (in a group), to let in",jlpt-n2
期限,"term, period, time frame",期限[きげん],Noun,"time limit, deadline, cutoff (date)",jlpt-n2
争う,"to compete, to contest, to contend",争[あらそ]う,"Godan verb with u ending, intransitive verb","to quarrel, to argue, to dispute, to be at variance, to oppose; to deny (e.g. evidence)",jlpt-n2
中身,"contents, interior, substance, filling, (sword) blade",中身[なかみ],"Noun, No-adjective",,jlpt-n2
塊,"lump, mass, bundle, clump, clod, cluster",塊[かたまり],Noun,"group, crowd; embodiment (of an idea, quality, feeling etc.), personification",jlpt-n2
祖先,ancestor,祖先[そせん],Noun,,jlpt-n2
箇所,"passage, place, point, part",箇所[かしょ],"Noun, Counter",,jlpt-n2 jlpt-n1
受話器,(telephone) receiver,受話器[じゅわき],Noun,,jlpt-n2
修繕,"repair, mending",修繕[しゅうぜん],"Noun, Suru verb",,jlpt-n2
応援,"aid, assistance, help, reinforcement, rooting, barracking, support, cheering",応援[おうえん],"Noun, Suru verb",,jlpt-n2
停車,"stopping (of a train, car, etc.), stop",停車[ていしゃ],"Noun, Suru verb",,jlpt-n2
花嫁,bride,花嫁[はなよめ],Noun,,jlpt-n2
相違,"difference, discrepancy, variation",相違[そうい],"Noun, Suru verb",,jlpt-n2
輸送,"transport, transportation",輸送[ゆそう],"Noun, Suru verb",,jlpt-n2
推定,"presumption, assumption",推定[すいてい],"Noun, Suru verb, No-adjective",estimation,jlpt-n2
受験,taking an examination (esp. school and university entrance),受験[じゅけん],"Noun, Suru verb",,jlpt-n2
見学,"inspection, study by observation, field trip, tour, review",見学[けんがく],"Noun, Suru verb",,jlpt-n2
追加,"addition, supplement, appending, appendix",追加[ついか],"Noun, Suru verb, No-adjective",,jlpt-n2
応対,"dealing with (people, customers, complaints, etc.), receiving (callers, visitors, etc.), attending to, handling, serving",応対[おうたい],"Noun, Suru verb",,jlpt-n2
器具,"utensil, apparatus, implement, device, gadget",器具[きぐ],Noun,,jlpt-n2
防止,"prevention, check",防止[ぼうし],"Noun, Suru verb",,jlpt-n2
葬式,funeral,葬式[そうしき],"Noun, No-adjective",,jlpt-n2
果たして,"as was expected, just as one thought, sure enough",果[は]たして,Adverb,"really, actually, ever",jlpt-n2 jlpt-n1
部品,"parts, accessories, components",部品[ぶひん],Noun,,jlpt-n2
標準,"standard, level, norm",標準[ひょうじゅん],Noun,,jlpt-n2
口実,"excuse, pretext",口実[こうじつ],Noun,,jlpt-n2
割引,"discount, reduction, rebate",割引[わりびき],Noun,"tenths discounted, tenths reduced",jlpt-n2 jlpt-n1
過程,"process, course, mechanism",過程[かてい],Noun,,jlpt-n2
回答,"reply, answer",回答[かいとう],"Noun, Suru verb",,jlpt-n2
直後,immediately following,直後[ちょくご],"Adverbial noun, Temporal noun",,jlpt-n2
短期,short-term,短期[たんき],"No-adjective, Noun",,jlpt-n2
活力,"vitality, energy, dynamism",活力[かつりょく],Noun,,jlpt-n2
予備,"reserve, spare",予備[よび],"Noun, No-adjective","preparation, preliminaries",jlpt-n2
出迎える,"to meet, to greet",出迎[でむか]える,"Ichidan verb, Transitive verb",,jlpt-n2
点数,"marks, points, score, grade, runs (baseball)",点数[てんすう],Noun,"number of items, number of articles",jlpt-n2
重ねる,"to pile up, to heap up, to stack up, to put on top of another",重[かさ]ねる,"Ichidan verb, Transitive verb","to repeat many times over, to go through repeatedly, to accumulate",jlpt-n2
見直す,to look at again,見直[みなお]す,"Godan verb with su ending, Transitive verb","to re-examine (policy, estimate, plan, etc.), to review; to get a better opinion of, to see in a more positive light; to improve, to recover (market, illness, etc.)",jlpt-n2
神様,"God, god",神様[かみさま],Noun,"ace, king, superior person, god (amongst men)",jlpt-n2 jlpt-n2
気配,"indication, sign, hint, presence, trend",気配[けはい],Noun,quotation (esp. stock market),jlpt-n2 jlpt-n1
形式,"form (as opposed to substance), formality",形式[けいしき],Noun,"method, system, style; format, mode, appearance, form (something takes); math expression",jlpt-n2
間隔,"space, interval",間隔[かんかく],Noun,"space character, whitespace",jlpt-n2
月給,monthly salary,月給[げっきゅう],Noun,,jlpt-n2
膨らむ,"to expand, to swell (out), to get big, to become inflated",膨[ふく]らむ,"Godan verb with mu ending, intransitive verb",,jlpt-n2
上下,"top and bottom, high and low, above and below, upper and lower ends, up and down",上下[じょうげ],Noun,"going up and down, rising and falling, fluctuating; going and coming back; upper and lower classes, ruler and ruled, the government and the people; first and second volumes",jlpt-n2
恩恵,"grace, favor, favour, blessing, benefit",恩恵[おんけい],Noun,,jlpt-n2
言葉遣い,"speech, expression, wording, language",言葉遣[ことばづか]い,"Noun, Suru verb",,jlpt-n2
申請,"application, request, petition",申請[しんせい],"Noun, Suru verb",,jlpt-n2
発売,"sale, offering for sale, release (for sale), launch (product)",発売[はつばい],"Noun, Suru verb",,jlpt-n2
不通,"suspension, interruption, stoppage, tie-up, cessation",不通[ふつう],Noun,,jlpt-n2
行事,"event, function",行事[ぎょうじ],Noun,,jlpt-n2
恨み,"resentment, grudge, malice, bitterness",恨[うら]み,Noun,"matter for regret, regret",jlpt-n2
改める,"to change, to alter, to revise, to replace",改[あらた]める,"Ichidan verb, Transitive verb","to reform, to correct, to mend, to improve; to examine, to check, to inspect; to do properly, to do formally",jlpt-n2
指定,"designation, specification, assignment, appointment, pointing at",指定[してい],"Noun, Suru verb",,jlpt-n2
拡張,"expansion, extension, enlargement, escape, ESC",拡張[かくちょう],"Noun, Suru verb",,jlpt-n2
素質,"character, qualities, genius, the makings of",素質[そしつ],"Noun, No-adjective",,jlpt-n2
次ぐ,"to rank next to, to come after",次[つ]ぐ,"Godan verb with gu ending, intransitive verb",,jlpt-n2
実物,"real thing, original, actual",実物[じつぶつ],"Noun, No-adjective",,jlpt-n2
消極的,"negative, passive, half-hearted, unmotivated",消極的[しょうきょくてき],Na-adjective,,jlpt-n2
裏口,"backdoor, rear entrance",裏口[うらぐち],"Noun, No-adjective",,jlpt-n2
親類,"relative, relation, kin",親類[しんるい],Noun,,jlpt-n2
受取り,"receiving, receipt",受取[うけと]り,Noun,,jlpt-n2 jlpt-n1
縮小,"reduction, curtailment",縮小[しゅくしょう],"Noun, Suru verb, No-adjective",,jlpt-n2
商店,"shop, small store, business, firm",商店[しょうてん],Noun,,jlpt-n2
休養,"rest, break, recreation, recuperation, convalescence",休養[きゅうよう],"Noun, Suru verb, No-adjective",,jlpt-n2
英文,"English writing, English sentence, English text",英文[えいぶん],Noun,"English literature, English lit",jlpt-n2
物語る,"to tell, to indicate",物語[ものがた]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2
性能,"ability, performance, efficiency",性能[せいのう],Noun,,jlpt-n2
過剰,"excess, surplus, superabundance, overabundance",過剰[かじょう],"Noun, Na-adjective",,jlpt-n2
対立,"confrontation, opposition, antagonism",対立[たいりつ],"Noun, Suru verb, No-adjective",,jlpt-n2 jlpt-n1
削る,"to shave (wood, leather, etc.), to sharpen (e.g. pencil), to plane, to whittle, to pare, to scrape off, to erode",削[けず]る,"Godan verb with ru ending, Transitive verb","to cut down (budget, expenses, staff, time, etc.), to curtail, to reduce; to delete, to erase, to remove, to cross out, to strike out",jlpt-n2
謙虚,"modest, humble",謙虚[けんきょ],"Na-adjective, Noun",,jlpt-n2
日時,date and time,日時[にちじ],Noun,,jlpt-n2
公表,"official announcement, proclamation",公表[こうひょう],"Noun, Suru verb",,jlpt-n2
応用,"(practical) application, putting to practical use",応用[おうよう],"Noun, Suru verb",applied,jlpt-n2
過半数,majority,過半数[かはんすう],Noun,,jlpt-n2
真っ暗,"total darkness, pitch dark",真[ま]っ 暗[くら],"Na-adjective, Noun","bleak future, poor prospects",jlpt-n2
売れ行き,"sales, demand",売[う]れ 行[ゆ]き,Noun,,jlpt-n2 jlpt-n1
窓口,"ticket window, teller window, counter",窓口[まどぐち],Noun,"contact person, point of contact",jlpt-n2 jlpt-n2
筆者,"writer, author",筆者[ひっしゃ],Noun,,jlpt-n2
採点,"marking, grading, scoring",採点[さいてん],"Noun, Suru verb",,jlpt-n2
作者,"author, authoress, writer, composer, artist",作者[さくしゃ],Noun,,jlpt-n2
隔てる,"to separate (by distance, time, etc.), to isolate, to partition, to divide",隔[へだ]てる,"Ichidan verb, Transitive verb","to interpose, to have between; to alienate, to estrange",jlpt-n2
日陰,"shade, shadow",日陰[ひかげ],Noun,sunshine,jlpt-n2
夕日,"evening sun, setting sun",夕日[ゆうひ],Noun,,jlpt-n2
寿命,life span,寿命[じゅみょう],Noun,,jlpt-n2
綱,rope,綱[つな],Noun,grand champion's braided belt,jlpt-n2
近々,"soon, nearness, before long",近々[ちかぢか],"Adverbial noun, Temporal noun",,jlpt-n2 jlpt-n1
一段,"more, much more, still more, all the more",一段[いちだん],"Adverb taking the 'to' particle, Adverb","step, rung, level, rank; paragraph, passage; ichidan (verb, verb conjugation)",jlpt-n2
看病,nursing (a patient),看病[かんびょう],"Noun, Suru verb",,jlpt-n2
出迎え,"meeting, reception",出迎[でむか]え,Noun,,jlpt-n2
心身,mind and body,心身[しんしん],"Noun, No-adjective",,jlpt-n2
理科,"science (inc. mathematics, medicine, etc.), natural science",理科[りか],Noun,"science department (university), science course; science (as a school subject)",jlpt-n2
両側,both sides,両側[りょうがわ],"Noun, No-adjective",,jlpt-n2
真っ先,"the head, the foremost, beginning, the very front",真[ま]っ 先[さき],Noun,,jlpt-n2
来日,"arrival in Japan, coming to Japan, visit to Japan",来日[らいにち],"Noun, Suru verb",,jlpt-n2
整備,"maintenance, servicing",整備[せいび],"Noun, Suru verb","putting in place, establishment, development, preparation, provision, outfitting",jlpt-n2
兵隊,"soldier, sailor",兵隊[へいたい],Noun,,jlpt-n2
破片,"fragment, broken piece, splinter, chip, shard",破片[はへん],Noun,,jlpt-n2
原料,raw materials,原料[げんりょう],Noun,,jlpt-n2
体制,"order, system, structure, set-up, organization, organisation",体制[たいせい],Noun,,jlpt-n2
講師,lecturer,講師[こうし],Noun,,jlpt-n2
削除,"deletion, elimination, erasure, striking out",削除[さくじょ],"Noun, Suru verb",,jlpt-n2
公衆,"the public, general public",公衆[こうしゅう],"Noun, No-adjective",,jlpt-n2
就任,"assumption (of office), taking up (a post), inauguration, installation",就任[しゅうにん],"Noun, Suru verb",,jlpt-n2
功績,"achievements, merit, meritorious service, meritorious deed",功績[こうせき],Noun,,jlpt-n2
混合,"mixing, mixture, meld",混合[こんごう],"Noun, Suru verb",miscegenation,jlpt-n2
開会,opening of a meeting,開会[かいかい],"Noun, Suru verb",,jlpt-n2
書留,"registered mail, registered post, registration (of mail)",書留[かきとめ],"Noun, No-adjective","(putting on) record, writing down, noting down, registry",jlpt-n2 jlpt-n2
膨大,"huge, vast, enormous, colossal, extensive, large",膨大[ぼうだい],Na-adjective,"swelling, expansion",jlpt-n2
移転,"moving, relocation, change of address",移転[いてん],"Noun, Suru verb","transfer (of deeds, property, etc.), demise",jlpt-n2
膨らます,"to swell, to expand, to inflate, to bulge",膨[ふく]らます,"Godan verb with su ending, Transitive verb",,jlpt-n2
臨時,"temporary, provisional, interim",臨時[りんじ],"No-adjective, Noun","special, extraordinary, extra",jlpt-n2
実例,"example, illustration, precedent",実例[じつれい],Noun,,jlpt-n2
民間,"private, non-governmental, non-official, civilian, civil",民間[みんかん],"Noun, No-adjective","folk, popular",jlpt-n2
直前,just before,直前[ちょくぜん],"Adverbial noun, Temporal noun",,jlpt-n2
重量,weight,重量[じゅうりょう],"Noun, No-adjective",heavyweight boxer,jlpt-n2
循環,"circulation, rotation, cycle, loop",循環[じゅんかん],"Noun, Suru verb, No-adjective",,jlpt-n2
危うい,"dangerous, risky, hazardous, perilous, precarious",危[あや]うい,I-adjective,"in danger, in jeopardy, critical, grave, at risk; uncertain, unreliable, insecure, unsteady, doubtful; close (i.e. a close call), narrow",jlpt-n2
夜間,"night, nighttime",夜間[やかん],"Adverbial noun, Temporal noun",,jlpt-n2
規律,"order, observance, discipline",規律[きりつ],Noun,"rules, law, regulations",jlpt-n2
起床,"rising, getting out of bed",起床[きしょう],"Noun, Suru verb, No-adjective",,jlpt-n2
用語,"term, terminology",用語[ようご],Noun,"wording, choice of words, phraseology",jlpt-n2
問い合わせ,"enquiry, inquiry, query, interrogation, ENQ",問[と]い 合[あ]わせ,Noun,,jlpt-n2
強引,"overbearing, coercive, pushy, forcible, high-handed",強引[ごういん],"Na-adjective, Noun",,jlpt-n2
創作,"creation, production, creative work (novel, film, etc.), original work, (creative) writing",創作[そうさく],"Noun, Suru verb","fabrication, fiction, invention",jlpt-n2
有料,"fee-charging, paid, not free",有料[ゆうりょう],"No-adjective, Noun",,jlpt-n2
書籍,"book, publication",書籍[しょせき],Noun,,jlpt-n2
成立,"formation, establishment, materialization, coming into existence",成立[せいりつ],"Noun, Suru verb","conclusion (e.g. of a deal), approval, completion, arrangement; being valid (of a theory, argument, etc.), holding, applying",jlpt-n2
盗難,"theft, robbery",盗難[とうなん],Noun,,jlpt-n2
地帯,"area, zone, belt (of land)",地帯[ちたい],Noun,,jlpt-n2
碁,"go, board game of capturing territory",碁[ご],Noun,,jlpt-n2
交通機関,transportation facilities,交通機関[こうつうきかん],Noun,,jlpt-n2
真っ白,pure white,真[ま]っ 白[しろ],"Na-adjective, No-adjective, Noun","blank (e.g. mind, paper)",jlpt-n2
工事,construction work,工事[こうじ],"Noun, Suru verb",,jlpt-n2
当日,"appointed day, very day",当日[とうじつ],"Adverbial noun, Temporal noun",,jlpt-n2
先端,"pointed end, tip, point, cusp (of a leaf, crescent moon, etc.), apex (of a curve)",先端[せんたん],Noun,"forefront, vanguard, spearhead, leading edge",jlpt-n2
重点,"important point, emphasis, stress, importance, priority",重点[じゅうてん],Noun,iteration mark; colon (punctuation),jlpt-n2
雑音,noise (usu. unpleasant),雑音[ざつおん],Noun,"interference (e.g. radio), static, noise; gossip, irresponsible criticism",jlpt-n2
児童,"children, juvenile",児童[じどう],Noun,,jlpt-n2
学級,(school) class,学級[がっきゅう],"Noun, No-adjective",,jlpt-n2
夕刊,evening paper,夕刊[ゆうかん],Noun,,jlpt-n2
対照,"contrast, antithesis, comparison",対照[たいしょう],"Noun, Suru verb",,jlpt-n2
響き,"echo, reverberation",響[ひび]き,Noun,"sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum), noise; quality of a sound (e.g. a fine phrase, clear voice, resonant bell), feeling of a sound, emotion or feeling inspired by something heard or read",jlpt-n2
意義,"meaning, significance",意義[いぎ],Noun,,jlpt-n2
休業,"closed (e.g. store), business suspended, shutdown, holiday",休業[きゅうぎょう],"Noun, Suru verb",,jlpt-n2
深まる,"to deepen, to heighten, to intensify",深[ふか]まる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
冷凍,"freezing, cold storage, refrigeration",冷凍[れいとう],"Noun, Suru verb",,jlpt-n2
区域,"limits, boundary, domain, zone, sphere, territory",区域[くいき],Noun,area (e.g. in programming languages),jlpt-n2
方面,"direction, district, area",方面[ほうめん],"Noun, Noun - used as a suffix","field (e.g. of study), sphere, quarter, aspect, angle",jlpt-n2
植木,"garden shrubs, trees, potted plant",植木[うえき],Noun,,jlpt-n2
外部,"outside (e.g. of a building), exterior",外部[がいぶ],"Noun, No-adjective","outside (of a group, company, etc.), outside world",jlpt-n2
薄暗い,"dim, gloomy",薄暗[うすぐら]い,I-adjective,,jlpt-n2
寸法,"measurement, size, extent, dimension",寸法[すんぽう],Noun,"plan, intention, arrangement, schedule",jlpt-n2
貸家,house for rent,貸家[かしや],Noun,,jlpt-n2
警備,"defense, defence, guard, policing, security",警備[けいび],"Noun, Suru verb",,jlpt-n2
開放,"opening (a door, window, etc.), leaving open",開放[かいほう],"Noun, Suru verb","opening up (e.g. to the public), allowing (public) access",jlpt-n2
斜め,"slanting, tilted, sloping, diagonal, oblique",斜[なな]め,"No-adjective, Na-adjective, Noun","distorted (feeling), slanted (e.g. view of the world), bad (mood), amiss, awry",jlpt-n2
月末,end of the month,月末[げつまつ],"Adverbial noun, Temporal noun",,jlpt-n2
容器,"container, receptacle, vessel, packaging",容器[ようき],Noun,,jlpt-n2
限度,"limit, bounds",限度[げんど],Noun,,jlpt-n2
文脈,context,文脈[ぶんみゃく],Noun,,jlpt-n2
逆さ,"inverted, upside down, reversed, back to front",逆[さか]さ,"No-adjective, Na-adjective, Noun",,jlpt-n2
加速,"acceleration, speeding up",加速[かそく],"Noun, Suru verb",,jlpt-n2
家主,"landlord, landlady",家主[やぬし],Noun,"house owner, home owner, head of the household",jlpt-n2 jlpt-n1
高級,"high class, high grade",高級[こうきゅう],"Na-adjective, Noun, No-adjective","high rank, seniority",jlpt-n2
回数,"number of times, frequency, count",回数[かいすう],Noun,,jlpt-n2
快晴,"clear weather, cloudless weather, good weather",快晴[かいせい],"Noun, No-adjective",,jlpt-n2
改造,"remodeling, remodelling, restructuring, reconstruction, reshuffling (e.g. cabinet)",改造[かいぞう],"Noun, Suru verb",modding,jlpt-n2
子孫,"descendant, posterity, offspring",子孫[しそん],Noun,,jlpt-n2
持参,"bringing, taking, carrying",持参[じさん],"Noun, Suru verb",,jlpt-n2
出入り,"going in and out, entering and exiting",出入[でい]り,"Noun, Suru verb","visiting regularly, frequenting, having regular dealings with; income and expenditure, incomings and outgoings; increase and decrease, surplus and deficit, fluctuation; fight, trouble, quarrel, dispute; indentations (e.g. of a coastline)",jlpt-n2
実感,"real feeling, actual feeling",実感[じっかん],Noun,"to actually feel, to have a real feeling (that ...), to experience personally",jlpt-n2
実用,"practical use, utility",実用[じつよう],Noun,,jlpt-n2
活字,"printing type, movable type",活字[かつじ],Noun,"printed text, print",jlpt-n2
主役,"leading part, leading actor, leading actress",主役[しゅやく],"Noun, No-adjective",,jlpt-n2
付近,"neighbourhood, neighborhood, vicinity, environs",付近[ふきん],"Noun, Noun - used as a suffix",approaching,jlpt-n2
再三,"again and again, repeatedly",再三[さいさん],"Adverb, No-adjective",,jlpt-n2
力強い,"powerful, strong, forceful, vigorous",力強[ちからづよ]い,I-adjective,"reassuring, encouraging",jlpt-n2
鉄砲,gun,鉄砲[てっぽう],Noun,wooden pole that wrestlers strike in practice; fugu,jlpt-n2
順序,"order, sequence, procedure",順序[じゅんじょ],Noun,,jlpt-n2
定期券,"commuter pass, season ticket",定期券[ていきけん],Noun,,jlpt-n2 jlpt-n2
案外,"unexpectedly, surprisingly",案外[あんがい],Adverb,"unexpected, unanticipated, unforeseen, surprising",jlpt-n2
以後,"after this, from now on, hereafter",以後[いご],"Adverbial noun, Temporal noun","thereafter, since (then), after",jlpt-n2
鉢,"bowl, pot, basin",鉢[はち],Noun,"flowerpot; crown, brainpan",jlpt-n2
育児,"childcare, child-rearing, nursing, upbringing",育児[いくじ],"Noun, Suru verb",,jlpt-n2
架空,"aerial, overhead",架空[かくう],"Noun or verb acting prenominally, No-adjective","fictitious, imaginary, fanciful, fabricated",jlpt-n2
水曜,Wednesday,水曜[すいよう],"Adverbial noun, Noun",,jlpt-n2
長女,"eldest daughter, first-born daughter",長女[ちょうじょ],Noun,,jlpt-n2
成分,"ingredient, component, composition",成分[せいぶん],Noun,,jlpt-n2
正面,"front, frontage, facade, main",正面[しょうめん],"Noun, No-adjective, Prefix",,jlpt-n2
屋外,"outdoors, alfresco",屋外[おくがい],"Noun, No-adjective",,jlpt-n2
青少年,"youth, young person",青少年[せいしょうねん],Noun,,jlpt-n2
全集,complete works,全集[ぜんしゅう],"Noun, Noun - used as a suffix",,jlpt-n2
能率,efficiency,能率[のうりつ],Noun,moment (i.e. magnetic moment),jlpt-n2
欄,"section (e.g. in a newspaper), column, page",欄[らん],"Noun, Noun - used as a suffix","field (in a form, web page, etc.), blank",jlpt-n2
出勤,"going to work, leaving for work, attendance (at work), being at work, presence (in the office), reporting for work",出勤[しゅっきん],"Noun, Suru verb",,jlpt-n2
感想,"impressions, thoughts, feelings, reactions",感想[かんそう],Noun,,jlpt-n2
片道,one-way (trip),片道[かたみち],"Noun, No-adjective",one-way ticket,jlpt-n2 jlpt-n2
校庭,"schoolyard, playground, school grounds, campus",校庭[こうてい],Noun,,jlpt-n2
何しろ,"at any rate, anyhow, anyway, in any case, because, as you know, for you see",何[なに]しろ,Adverb,,jlpt-n2 jlpt-n1
課税,taxation,課税[かぜい],"Noun, Suru verb",,jlpt-n2
写る,"to be photographed, to be projected",写[うつ]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
絵の具,"paint, coloring materials, colors, colours",絵[え]の 具[ぐ],Noun,,jlpt-n2
閉会,"closure (of a ceremony, event, meeting, etc.)",閉会[へいかい],"Noun, Suru verb",,jlpt-n2
実績,"achievements, actual results, accomplishments, past results, track record",実績[じっせき],Noun,,jlpt-n2
物置,"storage room, storeroom, lumber room",物置[ものおき],Noun,,jlpt-n2 jlpt-n1
終点,"terminus, last stop (e.g. train)",終点[しゅうてん],Noun,,jlpt-n2
鈴,bell (often globular),鈴[すず],Noun,,jlpt-n2
免税,"tax exemption, duty exemption",免税[めんぜい],"Noun, Suru verb, No-adjective",,jlpt-n2
芯,"wick, marrow, staple (for stapler), (pencil) lead, stuffing, pith",芯[しん],Noun,"core, heart, centre, center",jlpt-n2
評論,"criticism, critique",評論[ひょうろん],"Noun, Suru verb",,jlpt-n2
粒,"grain, bead, drop",粒[つぶ],Noun,"counter for small round objects including grains, seeds, pills, drops",jlpt-n2
汁,"juice, sap",汁[しる],"Noun, Noun - used as a suffix","soup, broth; (dipping) sauce",jlpt-n2
原始,"origin, beginning, genesis",原始[げんし],"Noun, No-adjective","primeval, primordial, primitive",jlpt-n2
募集,"recruitment, invitation, selection, advertisement, taking applications",募集[ぼしゅう],"Noun, Suru verb","raising (funds, donations, etc.), collection, subscription, solicitation; flotation (of shares, loans, etc.)",jlpt-n2 jlpt-n2
上級,"advanced level, high grade, senior",上級[じょうきゅう],Noun,,jlpt-n2
当番,"being on duty, person on duty",当番[とうばん],"Noun, No-adjective",,jlpt-n2
人命,(human) life,人命[じんめい],Noun,,jlpt-n2
驚かす,"to surprise, to frighten, to create a stir",驚[おどろ]かす,"Godan verb with su ending, Transitive verb",,jlpt-n2
制作,"work (film, book)",制作[せいさく],"Noun, Suru verb","production, creation, turning (something) out, development",jlpt-n2
不規則,"irregularity, unsteadiness, disorderly",不規則[ふきそく],"Na-adjective, Noun",,jlpt-n2
研修,"training (esp. in-service), induction course",研修[けんしゅう],"Noun, Suru verb",,jlpt-n2
美容,beauty of figure or form,美容[びよう],"Noun, No-adjective",,jlpt-n2
的確,"precise, accurate, appropriate, exactly the right",的確[てきかく],"Na-adjective, Noun",,jlpt-n2
題名,title,題名[だいめい],Noun,,jlpt-n2
地名,place name,地名[ちめい],"Noun, No-adjective",,jlpt-n2
下車,"alighting (from a train, bus, etc.), getting off, getting out (of a car)",下車[げしゃ],"Noun, Suru verb",,jlpt-n2
超過,"excess, being more than",超過[ちょうか],"Noun, Suru verb",,jlpt-n2
重体,"serious condition, critical condition",重体[じゅうたい],Noun,,jlpt-n2
定員,"fixed number (of people), prescribed number (of regular personnel, students, etc.), quota, numerical limit, complement",定員[ていいん],Noun,"capacity (of a bus, boat, theatre, etc.), seating capacity",jlpt-n2
効力,"effect, efficacy, validity, potency",効力[こうりょく],Noun,,jlpt-n2
各自,"each (person), everyone, individual, respective",各自[かくじ],"Noun, Adverbial noun",,jlpt-n2
売店,"stand, stall, booth, kiosk, store",売店[ばいてん],Noun,,jlpt-n2 jlpt-n2
酸性,acidity,酸性[さんせい],Noun,acidic,jlpt-n2
外科,surgery,外科[げか],"Noun, No-adjective","department of surgery (hospital, etc.)",jlpt-n2 jlpt-n2
氏名,"full name, identity",氏名[しめい],Noun,,jlpt-n2
私立,private (establishment),私立[しりつ],"Noun, No-adjective",,jlpt-n2
脂,"fat, tallow, lard, grease",脂[あぶら],Noun,,jlpt-n2
発想,"idea, conception, way of thinking",発想[はっそう],"Noun, Suru verb",expression,jlpt-n2
区分,"division, section, demarcation, partition, segmentation, subdivision, (traffic) lane, compartment, classification, sorting",区分[くぶん],"Noun, Suru verb, No-adjective",,jlpt-n2
開通,"opening (of a new road, railway, etc.), going into operation (e.g. telephone communication), beginning services",開通[かいつう],"Noun, Suru verb","reopening (e.g. a road to traffic), resumption of services",jlpt-n2
別々,"separately, individually",別々[べつべつ],"Na-adjective, Noun, No-adjective",,jlpt-n2
執筆,writing (e.g. as a profession),執筆[しっぴつ],"Noun, Suru verb",,jlpt-n2
都心,"city centre (center) (esp. capital city), urban centre, heart of city a metropolis",都心[としん],Noun,,jlpt-n2
感激,"deep emotion, impression, inspiration",感激[かんげき],"Noun, Suru verb",,jlpt-n2
巡査,"police officer, policeman, constable",巡査[じゅんさ],Noun,,jlpt-n2
暴れる,"to act violently, to rage, to struggle, to be riotous",暴[あば]れる,"Ichidan verb, intransitive verb",,jlpt-n2
肯定,affirmation,肯定[こうてい],"Noun, Suru verb",affirmative (logic),jlpt-n2
断水,"suspension of water supply, water outage",断水[だんすい],"Noun, Suru verb",,jlpt-n2
